DEFICIENT,SATISFIED,BLOATED,COMMUNITY,SALARY,TIMES_TRADED,INTROVERSION
4,5,1,4,19.1491,10335,52
5,4,1,9,35.0848,10963,52
5,4,1,0,53.0782,13328,52
5,4,1,1,27.813,10219,52
3,6,1,5,43.5733,9994,52
5,4,1,5,10.9935,6895,52
0,9,1,8,52.0414,11270,52
2,7,1,4,25.4921,5069,52
3,6,1,9,55.0655,13209,52
0,9,1,5,31.6986,14182,52
3,6,1,3,17.6837,13097,52
6,4,0,8,15.6967,11127,52
4,6,0,6,22.4959,14337,52
7,2,1,9,25.3504,8021,52
5,4,1,0,41.5014,5544,52
2,7,1,6,23.8993,11844,52
2,7,1,7,40.0881,7584,52
2,7,1,3,26.0086,8180,52
3,6,1,7,27.332,7149,53
4,5,1,2,52.7963,13901,53
3,6,1,4,32.3771,13917,53
0,9,1,1,39.0224,10071,53
3,6,1,8,44.0521,5844,53
3,6,1,1,54.8477,13967,53
1,8,1,0,32.0687,9749,53
1,8,1,7,34.0245,6857,53
1,8,1,6,57.4944,10917,53
10,0,0,7,10.9275,4833,53
3,6,1,0,42.1582,8903,53
1,8,1,5,38.1496,12363,53
2,7,1,5,33.215,5104,53
4,5,1,2,32.6296,6870,53
2,7,1,4,52.5303,9162,53
5,4,1,6,17.8636,11509,53
10,0,0,0,0.118497,7746,53
2,7,1,4,27.8463,6622,53
4,5,1,5,23.4595,8650,53
3,6,1,4,44.9275,7552,53
2,7,1,1,50.492,10984,53
6,3,1,1,17.0499,8078,53
6,3,1,6,41.7724,6400,53
3,6,1,8,49.1161,12832,53
3,6,1,1,23.5342,11114,53
4,5,1,8,55.157,4860,53
1,8,1,6,33.5221,13875,53
2,7,1,5,59.5602,13558,53
3,6,1,3,31.9636,10567,53
6,3,1,0,31.7659,12324,53
1,8,1,8,56.407,13204,53
2,7,1,3,50.3165,5343,53
5,4,1,3,44.7355,7515,53
7,2,1,4,41.5373,7749,53
6,3,1,0,40.8269,5519,53
2,7,1,8,27.2196,12633,53
7,2,1,4,35.545,5838,53
3,6,1,6,30.9587,6359,53
5,4,1,5,37.0143,10639,53
4,5,1,5,56.0989,10220,53
5,4,1,5,41.3091,5957,53
4,5,1,0,40.706,7426,53
0,9,1,4,37.6026,11921,53
4,5,1,4,50.415,7041,53
1,8,1,7,34.854,11943,53
3,6,1,9,38.8241,7465,53
2,7,1,5,21.3407,13055,53
1,8,1,8,28.7644,8735,53
3,6,1,4,16.3513,11340,53
1,8,1,2,32.9933,8350,53
3,6,1,2,43.2957,9488,53
4,5,1,3,59.6694,8771,53
6,3,1,5,44.7818,7296,53
9,1,0,6,16.0581,13799,53
3,6,1,1,18.5907,5833,53
4,5,1,3,40.2876,8881,53
2,7,1,3,36.1259,9628,53
3,6,1,8,61.1725,5176,53
3,6,1,8,52.5445,10807,53
9,0,1,6,17.5169,5486,53
4,5,1,3,31.6769,6139,53
7,2,1,2,23.1998,6585,53
3,6,1,5,42.7668,5220,53
2,7,1,1,28.2023,14569,53
7,2,1,4,26.6816,6176,53
4,5,1,8,34.7399,6678,53
2,7,1,6,70.2226,13631,53
3,6,1,2,49.3274,13189,53
6,3,1,7,37.6376,3955,53
3,6,1,4,31.5905,5862,53
4,5,1,3,30.7117,6828,53
9,1,0,7,7.89192,3820,53
3,6,1,1,47.2191,9519,53
1,8,1,5,51.2756,14409,53
1,8,1,7,58.4169,8119,53
5,4,1,1,28.9999,7424,53
5,5,0,8,20.5868,6252,53
3,7,0,4,21.7266,9376,53
2,7,1,1,45.6296,11786,53
0,9,1,8,61.3272,14627,53
3,6,1,0,15.288,8690,53
2,7,1,9,48.5884,11053,53
3,6,1,4,19.1491,10323,53
5,4,1,9,35.0848,10960,53
5,4,1,0,53.0782,13321,53
3,6,1,1,27.813,10230,53
2,7,1,5,43.5733,9987,53
5,4,1,5,10.9935,6909,53
0,9,1,8,52.0414,11272,53
2,7,1,4,25.4921,5070,53
3,6,1,9,55.0655,13218,53
0,9,1,5,31.6986,14174,53
3,6,1,3,17.6837,13091,53
7,3,0,8,15.6967,11121,53
5,5,0,6,22.4959,14373,53
5,4,1,9,25.3504,8040,53
5,4,1,0,41.5014,5533,53
2,7,1,6,23.8993,11862,53
1,8,1,7,40.0881,7566,53
2,7,1,3,26.0086,8166,53
6,3,1,7,27.332,7131,54
4,5,1,2,52.7963,13908,54
3,6,1,4,32.3771,13909,54
0,9,1,1,39.0224,10085,54
4,5,1,8,44.0521,5848,54
3,6,1,1,54.8477,13996,54
2,7,1,0,32.0687,9755,54
3,6,1,7,34.0245,6868,54
1,8,1,6,57.4944,10909,54
10,0,0,7,10.9275,4804,54
4,5,1,0,42.1582,8882,54
1,8,1,5,38.1496,12353,54
2,7,1,5,33.215,5104,54
4,5,1,2,32.6296,6879,54
2,7,1,4,52.5303,9144,54
5,4,1,6,17.8636,11522,54
10,0,0,0,0.118497,7723,54
2,7,1,4,27.8463,6606,54
4,5,1,5,23.4595,8653,54
3,6,1,4,44.9275,7527,54
3,6,1,1,50.492,10982,54
8,1,1,1,17.0499,8100,54
8,1,1,6,41.7724,6415,54
3,6,1,8,49.1161,12837,54
4,5,1,1,23.5342,11125,54
4,5,1,8,55.157,4848,54
1,8,1,6,33.5221,13885,54
2,7,1,5,59.5602,13550,54
3,6,1,3,31.9636,10568,54
4,5,1,0,31.7659,12333,54
2,7,1,8,56.407,13204,54
2,7,1,3,50.3165,5335,54
5,4,1,3,44.7355,7499,54
7,2,1,4,41.5373,7740,54
8,1,1,0,40.8269,5519,54
2,7,1,8,27.2196,12630,54
5,4,1,4,35.545,5839,54
3,6,1,6,30.9587,6379,54
5,4,1,5,37.0143,10665,54
5,4,1,5,56.0989,10237,54
5,4,1,5,41.3091,5971,54
4,5,1,0,40.706,7411,54
0,9,1,4,37.6026,11912,54
5,4,1,4,50.415,7005,54
2,7,1,7,34.854,11912,54
3,6,1,9,38.8241,7480,54
2,7,1,5,21.3407,13062,54
1,8,1,8,28.7644,8745,54
3,6,1,4,16.3513,11328,54
1,8,1,2,32.9933,8355,54
3,6,1,2,43.2957,9512,54
4,5,1,3,59.6694,8771,54
6,3,1,5,44.7818,7301,54
8,2,0,6,16.0581,13799,54
3,6,1,1,18.5907,5813,54
4,5,1,3,40.2876,8879,54
2,7,1,3,36.1259,9611,54
3,6,1,8,61.1725,5203,54
4,5,1,8,52.5445,10796,54
9,0,1,6,17.5169,5509,54
4,5,1,3,31.6769,6136,54
7,2,1,2,23.1998,6583,54
3,6,1,5,42.7668,5224,54
2,7,1,1,28.2023,14582,54
5,4,1,4,26.6816,6172,54
4,5,1,8,34.7399,6681,54
3,6,1,6,70.2226,13667,54
3,6,1,2,49.3274,13197,54
6,3,1,7,37.6376,3937,54
3,6,1,4,31.5905,5872,54
4,5,1,3,30.7117,6833,54
9,1,0,7,7.89192,3817,54
3,6,1,1,47.2191,9520,54
1,8,1,5,51.2756,14404,54
3,6,1,7,58.4169,8107,54
5,4,1,1,28.9999,7434,54
6,4,0,8,20.5868,6253,54
3,7,0,4,21.7266,9383,54
2,7,1,1,45.6296,11797,54
0,9,1,8,61.3272,14611,54
3,6,1,0,15.288,8689,54
2,7,1,9,48.5884,11057,54
3,6,1,4,19.1491,10307,54
5,4,1,9,35.0848,10954,54
5,4,1,0,53.0782,13318,54
3,6,1,1,27.813,10237,54
2,7,1,5,43.5733,9986,54
5,4,1,5,10.9935,6930,54
0,9,1,8,52.0414,11258,54
2,7,1,4,25.4921,5065,54
4,5,1,9,55.0655,13220,54
0,9,1,5,31.6986,14165,54
3,6,1,3,17.6837,13112,54
8,2,0,8,15.6967,11117,54
4,6,0,6,22.4959,14364,54
6,3,1,9,25.3504,8057,54
4,5,1,0,41.5014,5544,54
2,7,1,6,23.8993,11868,54
2,7,1,7,40.0881,7536,54
2,7,1,3,26.0086,8153,54
6,3,1,7,27.332,7113,55
5,4,1,2,52.7963,13921,55
3,6,1,4,32.3771,13919,55
0,9,1,1,39.0224,10084,55
4,5,1,8,44.0521,5855,55
3,6,1,1,54.8477,14014,55
1,8,1,0,32.0687,9750,55
3,6,1,7,34.0245,6853,55
1,8,1,6,57.4944,10924,55
10,0,0,7,10.9275,4769,55
2,7,1,0,42.1582,8878,55
1,8,1,5,38.1496,12353,55
2,7,1,5,33.215,5112,55
4,5,1,2,32.6296,6875,55
2,7,1,4,52.5303,9121,55
6,3,1,6,17.8636,11515,55
10,0,0,0,0.118497,7723,55
1,8,1,4,27.8463,6598,55
4,5,1,5,23.4595,8663,55
3,6,1,4,44.9275,7525,55
1,8,1,1,50.492,10995,55
6,3,1,1,17.0499,8097,55
6,3,1,6,41.7724,6414,55
3,6,1,8,49.1161,12850,55
3,6,1,1,23.5342,11142,55
4,5,1,8,55.157,4848,55
1,8,1,6,33.5221,13906,55
2,7,1,5,59.5602,13550,55
3,6,1,3,31.9636,10566,55
5,4,1,0,31.7659,12311,55
3,6,1,8,56.407,13195,55
2,7,1,3,50.3165,5320,55
5,4,1,3,44.7355,7492,55
7,2,1,4,41.5373,7732,55
6,3,1,0,40.8269,5531,55
2,7,1,8,27.2196,12623,55
7,2,1,4,35.545,5843,55
2,7,1,6,30.9587,6400,55
4,5,1,5,37.0143,10682,55
4,5,1,5,56.0989,10256,55
4,5,1,5,41.3091,5998,55
3,6,1,0,40.706,7414,55
0,9,1,4,37.6026,11901,55
4,5,1,4,50.415,6998,55
1,8,1,7,34.854,11900,55
6,3,1,9,38.8241,7485,55
2,7,1,5,21.3407,13061,55
1,8,1,8,28.7644,8748,55
3,6,1,4,16.3513,11324,55
2,7,1,2,32.9933,8356,55
3,6,1,2,43.2957,9503,55
5,4,1,3,59.6694,8769,55
6,3,1,5,44.7818,7298,55
9,1,0,6,16.0581,13814,55
3,6,1,1,18.5907,5826,55
5,4,1,3,40.2876,8883,55
2,7,1,3,36.1259,9587,55
3,6,1,8,61.1725,5212,55
5,4,1,8,52.5445,10779,55
9,0,1,6,17.5169,5514,55
3,6,1,3,31.6769,6136,55
6,3,1,2,23.1998,6577,55
3,6,1,5,42.7668,5213,55
3,6,1,1,28.2023,14605,55
5,4,1,4,26.6816,6159,55
4,5,1,8,34.7399,6678,55
2,7,1,6,70.2226,13691,55
3,6,1,2,49.3274,13202,55
6,3,1,7,37.6376,3929,55
3,6,1,4,31.5905,5873,55
4,5,1,3,30.7117,6840,55
9,1,0,7,7.89192,3791,55
3,6,1,1,47.2191,9524,55
1,8,1,5,51.2756,14403,55
6,3,1,7,58.4169,8100,55
7,2,1,1,28.9999,7438,55
7,3,0,8,20.5868,6253,55
3,7,0,4,21.7266,9372,55
2,7,1,1,45.6296,11820,55
0,9,1,8,61.3272,14627,55
3,6,1,0,15.288,8691,55
2,7,1,9,48.5884,11062,55
3,6,1,4,19.1491,10311,55
8,1,1,9,35.0848,10950,55
5,4,1,0,53.0782,13326,55
3,6,1,1,27.813,10223,55
3,6,1,5,43.5733,9994,55
5,4,1,5,10.9935,6922,55
0,9,1,8,52.0414,11255,55
3,6,1,4,25.4921,5059,55
3,6,1,9,55.0655,13211,55
0,9,1,5,31.6986,14164,55
3,6,1,3,17.6837,13106,55
10,0,0,8,15.6967,11106,55
5,5,0,6,22.4959,14366,55
5,4,1,9,25.3504,8060,55
5,4,1,0,41.5014,5541,55
2,7,1,6,23.8993,11879,55
3,6,1,7,40.0881,7526,55
2,7,1,3,26.0086,8147,55
6,3,1,7,27.332,7092,56
5,4,1,2,52.7963,13942,56
3,6,1,4,32.3771,13897,56
0,9,1,1,39.0224,10093,56
3,6,1,8,44.0521,5854,56
3,6,1,1,54.8477,14032,56
1,8,1,0,32.0687,9754,56
3,6,1,7,34.0245,6835,56
2,7,1,6,57.4944,10926,56
10,0,0,7,10.9275,4751,56
2,7,1,0,42.1582,8869,56
1,8,1,5,38.1496,12348,56
2,7,1,5,33.215,5111,56
4,5,1,2,32.6296,6873,56
2,7,1,4,52.5303,9122,56
5,4,1,6,17.8636,11516,56
10,0,0,0,0.118497,7722,56
2,7,1,4,27.8463,6584,56
4,5,1,5,23.4595,8650,56
3,6,1,4,44.9275,7524,56
3,6,1,1,50.492,10982,56
7,2,1,1,17.0499,8108,56
5,4,1,6,41.7724,6428,56
3,6,1,8,49.1161,12846,56
4,5,1,1,23.5342,11134,56
4,5,1,8,55.157,4860,56
1,8,1,6,33.5221,13914,56
2,7,1,5,59.5602,13564,56
3,6,1,3,31.9636,10553,56
4,5,1,0,31.7659,12294,56
3,6,1,8,56.407,13191,56
2,7,1,3,50.3165,5317,56
5,4,1,3,44.7355,7509,56
7,2,1,4,41.5373,7726,56
6,3,1,0,40.8269,5531,56
2,7,1,8,27.2196,12633,56
6,3,1,4,35.545,5851,56
2,7,1,6,30.9587,6416,56
3,6,1,5,37.0143,10708,56
4,5,1,5,56.0989,10246,56
4,5,1,5,41.3091,6006,56
4,5,1,0,40.706,7419,56
0,9,1,4,37.6026,11886,56
7,2,1,4,50.415,7000,56
2,7,1,7,34.854,11888,56
4,5,1,9,38.8241,7494,56
2,7,1,5,21.3407,13070,56
1,8,1,8,28.7644,8736,56
3,6,1,4,16.3513,11323,56
1,8,1,2,32.9933,8367,56
3,6,1,2,43.2957,9511,56
4,5,1,3,59.6694,8762,56
6,3,1,5,44.7818,7282,56
7,3,0,6,16.0581,13824,56
3,6,1,1,18.5907,5825,56
4,5,1,3,40.2876,8876,56
2,7,1,3,36.1259,9580,56
3,6,1,8,61.1725,5214,56
5,4,1,8,52.5445,10778,56
9,0,1,6,17.5169,5515,56
3,6,1,3,31.6769,6124,56
7,2,1,2,23.1998,6569,56
3,6,1,5,42.7668,5232,56
2,7,1,1,28.2023,14603,56
6,3,1,4,26.6816,6156,56
6,3,1,8,34.7399,6663,56
2,7,1,6,70.2226,13709,56
3,6,1,2,49.3274,13196,56
6,3,1,7,37.6376,3915,56
3,6,1,4,31.5905,5869,56
4,5,1,3,30.7117,6833,56
8,2,0,7,7.89192,3786,56
3,6,1,1,47.2191,9543,56
1,8,1,5,51.2756,14414,56
5,4,1,7,58.4169,8090,56
6,3,1,1,28.9999,7449,56
6,4,0,8,20.5868,6273,56
3,7,0,4,21.7266,9367,56
2,7,1,1,45.6296,11842,56
0,9,1,8,61.3272,14633,56
3,6,1,0,15.288,8683,56
1,8,1,9,48.5884,11073,56
3,6,1,4,19.1491,10315,56
6,3,1,9,35.0848,10965,56
6,3,1,0,53.0782,13331,56
3,6,1,1,27.813,10229,56
3,6,1,5,43.5733,10003,56
5,4,1,5,10.9935,6919,56
0,9,1,8,52.0414,11257,56
3,6,1,4,25.4921,5055,56
3,6,1,9,55.0655,13201,56
0,9,1,5,31.6986,14167,56
3,6,1,3,17.6837,13109,56
8,2,0,8,15.6967,11096,56
5,5,0,6,22.4959,14365,56
6,3,1,9,25.3504,8056,56
5,4,1,0,41.5014,5551,56
2,7,1,6,23.8993,11887,56
1,8,1,7,40.0881,7504,56
2,7,1,3,26.0086,8124,56
5,4,1,7,27.332,7059,57
4,5,1,2,52.7963,13953,57
3,6,1,4,32.3771,13897,57
0,9,1,1,39.0224,10102,57
2,7,1,8,44.0521,5875,57
3,6,1,1,54.8477,14028,57
1,8,1,0,32.0687,9752,57
3,6,1,7,34.0245,6833,57
2,7,1,6,57.4944,10938,57
10,0,0,7,10.9275,4738,57
2,7,1,0,42.1582,8853,57
1,8,1,5,38.1496,12358,57
2,7,1,5,33.215,5109,57
5,4,1,2,32.6296,6865,57
3,6,1,4,52.5303,9107,57
6,3,1,6,17.8636,11529,57
10,0,0,0,0.118497,7719,57
1,8,1,4,27.8463,6585,57
4,5,1,5,23.4595,8664,57
3,6,1,4,44.9275,7505,57
1,8,1,1,50.492,11012,57
6,3,1,1,17.0499,8116,57
5,4,1,6,41.7724,6444,57
3,6,1,8,49.1161,12856,57
2,7,1,1,23.5342,11143,57
5,4,1,8,55.157,4860,57
1,8,1,6,33.5221,13932,57
2,7,1,5,59.5602,13566,57
3,6,1,3,31.9636,10543,57
4,5,1,0,31.7659,12280,57
2,7,1,8,56.407,13185,57
3,6,1,3,50.3165,5310,57
4,5,1,3,44.7355,7510,57
7,2,1,4,41.5373,7718,57
7,2,1,0,40.8269,5530,57
2,7,1,8,27.2196,12638,57
8,1,1,4,35.545,5861,57
4,5,1,6,30.9587,6434,57
5,4,1,5,37.0143,10719,57
4,5,1,5,56.0989,10253,57
4,5,1,5,41.3091,6021,57
4,5,1,0,40.706,7413,57
0,9,1,4,37.6026,11890,57
5,4,1,4,50.415,6986,57
2,7,1,7,34.854,11868,57
3,6,1,9,38.8241,7502,57
2,7,1,5,21.3407,13077,57
1,8,1,8,28.7644,8741,57
3,6,1,4,16.3513,11320,57
1,8,1,2,32.9933,8383,57
3,6,1,2,43.2957,9518,57
4,5,1,3,59.6694,8747,57
7,2,1,5,44.7818,7288,57
7,3,0,6,16.0581,13843,57
3,6,1,1,18.5907,5826,57
4,5,1,3,40.2876,8863,57
2,7,1,3,36.1259,9583,57
3,6,1,8,61.1725,5205,57
3,6,1,8,52.5445,10794,57
9,0,1,6,17.5169,5530,57
5,4,1,3,31.6769,6116,57
7,2,1,2,23.1998,6558,57
3,6,1,5,42.7668,5232,57
3,6,1,1,28.2023,14603,57
7,2,1,4,26.6816,6157,57
4,5,1,8,34.7399,6660,57
2,7,1,6,70.2226,13719,57
3,6,1,2,49.3274,13200,57
5,4,1,7,37.6376,3885,57
3,6,1,4,31.5905,5843,57
4,5,1,3,30.7117,6834,57
9,1,0,7,7.89192,3750,57
3,6,1,1,47.2191,9545,57
1,8,1,5,51.2756,14430,57
3,6,1,7,58.4169,8091,57
5,4,1,1,28.9999,7463,57
6,4,0,8,20.5868,6272,57
1,8,1,4,21.7266,9352,57
2,7,1,1,45.6296,11830,57
0,9,1,8,61.3272,14628,57
3,6,1,0,15.288,8670,57
0,9,1,9,48.5884,11082,57
3,6,1,4,19.1491,10297,57
5,4,1,9,35.0848,10977,57
5,4,1,0,53.0782,13314,57
4,5,1,1,27.813,10245,57
3,6,1,5,43.5733,10005,57
5,4,1,5,10.9935,6910,57
0,9,1,8,52.0414,11254,57
1,8,1,4,25.4921,5039,57
2,7,1,9,55.0655,13188,57
0,9,1,5,31.6986,14167,57
3,6,1,3,17.6837,13127,57
8,2,0,8,15.6967,11097,57
5,5,0,6,22.4959,14373,57
6,3,1,9,25.3504,8069,57
5,4,1,0,41.5014,5566,57
2,7,1,6,23.8993,11898,57
2,7,1,7,40.0881,7481,57
2,7,1,3,26.0086,8114,57
5,4,1,7,27.332,7047,58
4,5,1,2,52.7963,13978,58
3,6,1,4,32.3771,13903,58
0,9,1,1,39.0224,10115,58
3,6,1,8,44.0521,5858,58
3,6,1,1,54.8477,14047,58
1,8,1,0,32.0687,9757,58
3,6,1,7,34.0245,6813,58
3,6,1,6,57.4944,10937,58
10,0,0,7,10.9275,4730,58
2,7,1,0,42.1582,8860,58
1,8,1,5,38.1496,12343,58
2,7,1,5,33.215,5098,58
4,5,1,2,32.6296,6868,58
2,7,1,4,52.5303,9108,58
6,3,1,6,17.8636,11533,58
10,0,0,0,0.118497,7714,58
2,7,1,4,27.8463,6581,58
4,5,1,5,23.4595,8662,58
4,5,1,4,44.9275,7501,58
1,8,1,1,50.492,10993,58
7,2,1,1,17.0499,8126,58
5,4,1,6,41.7724,6464,58
4,5,1,8,49.1161,12849,58
3,6,1,1,23.5342,11157,58
4,5,1,8,55.157,4861,58
1,8,1,6,33.5221,13943,58
2,7,1,5,59.5602,13575,58
3,6,1,3,31.9636,10533,58
4,5,1,0,31.7659,12271,58
2,7,1,8,56.407,13175,58
3,6,1,3,50.3165,5286,58
5,4,1,3,44.7355,7510,58
7,2,1,4,41.5373,7715,58
7,2,1,0,40.8269,5524,58
2,7,1,8,27.2196,12640,58
7,2,1,4,35.545,5854,58
3,6,1,6,30.9587,6447,58
4,5,1,5,37.0143,10727,58
4,5,1,5,56.0989,10265,58
5,4,1,5,41.3091,6035,58
4,5,1,0,40.706,7402,58
0,9,1,4,37.6026,11890,58
7,2,1,4,50.415,7003,58
2,7,1,7,34.854,11849,58
4,5,1,9,38.8241,7509,58
2,7,1,5,21.3407,13085,58
1,8,1,8,28.7644,8738,58
2,7,1,4,16.3513,11303,58
1,8,1,2,32.9933,8372,58
3,6,1,2,43.2957,9515,58
4,5,1,3,59.6694,8743,58
6,3,1,5,44.7818,7292,58
9,1,0,6,16.0581,13845,58
3,6,1,1,18.5907,5826,58
4,5,1,3,40.2876,8842,58
2,7,1,3,36.1259,9570,58
3,6,1,8,61.1725,5211,58
3,6,1,8,52.5445,10798,58
9,0,1,6,17.5169,5535,58
3,6,1,3,31.6769,6111,58
7,2,1,2,23.1998,6575,58
3,6,1,5,42.7668,5241,58
3,6,1,1,28.2023,14617,58
7,2,1,4,26.6816,6161,58
4,5,1,8,34.7399,6661,58
3,6,1,6,70.2226,13740,58
3,6,1,2,49.3274,13185,58
7,2,1,7,37.6376,3876,58
3,6,1,4,31.5905,5841,58
4,5,1,3,30.7117,6815,58
9,1,0,7,7.89192,3740,58
3,6,1,1,47.2191,9569,58
1,8,1,5,51.2756,14436,58
3,6,1,7,58.4169,8066,58
7,2,1,1,28.9999,7465,58
7,3,0,8,20.5868,6287,58
1,8,1,4,21.7266,9328,58
2,7,1,1,45.6296,11834,58
0,9,1,8,61.3272,14652,58
3,6,1,0,15.288,8652,58
0,9,1,9,48.5884,11095,58
3,6,1,4,19.1491,10275,58
6,3,1,9,35.0848,11006,58
6,3,1,0,53.0782,13300,58
4,5,1,1,27.813,10254,58
2,7,1,5,43.5733,9995,58
4,5,1,5,10.9935,6922,58
0,9,1,8,52.0414,11266,58
2,7,1,4,25.4921,5029,58
3,6,1,9,55.0655,13195,58
0,9,1,5,31.6986,14173,58
3,6,1,3,17.6837,13124,58
8,2,0,8,15.6967,11103,58
5,5,0,6,22.4959,14376,58
6,3,1,9,25.3504,8070,58
5,4,1,0,41.5014,5574,58
2,7,1,6,23.8993,11918,58
1,8,1,7,40.0881,7460,58
2,7,1,3,26.0086,8100,58
5,4,1,7,27.332,7029,59
4,5,1,2,52.7963,13973,59
2,7,1,4,32.3771,13904,59
0,9,1,1,39.0224,10124,59
2,7,1,8,44.0521,5870,59
3,6,1,1,54.8477,14054,59
1,8,1,0,32.0687,9752,59
3,6,1,7,34.0245,6801,59
1,8,1,6,57.4944,10943,59
10,0,0,7,10.9275,4721,59
2,7,1,0,42.1582,8846,59
1,8,1,5,38.1496,12358,59
2,7,1,5,33.215,5103,59
4,5,1,2,32.6296,6868,59
2,7,1,4,52.5303,9091,59
7,2,1,6,17.8636,11564,59
10,0,0,0,0.118497,7727,59
1,8,1,4,27.8463,6572,59
4,5,1,5,23.4595,8683,59
3,6,1,4,44.9275,7476,59
2,7,1,1,50.492,10996,59
7,2,1,1,17.0499,8127,59
5,4,1,6,41.7724,6507,59
4,5,1,8,49.1161,12859,59
3,6,1,1,23.5342,11166,59
4,5,1,8,55.157,4849,59
1,8,1,6,33.5221,13950,59
2,7,1,5,59.5602,13574,59
3,6,1,3,31.9636,10530,59
4,5,1,0,31.7659,12256,59
3,6,1,8,56.407,13184,59
2,7,1,3,50.3165,5256,59
5,4,1,3,44.7355,7510,59
8,1,1,4,41.5373,7697,59
8,1,1,0,40.8269,5515,59
2,7,1,8,27.2196,12642,59
7,2,1,4,35.545,5850,59
3,6,1,6,30.9587,6470,59
4,5,1,5,37.0143,10732,59
5,4,1,5,56.0989,10262,59
4,5,1,5,41.3091,6039,59
4,5,1,0,40.706,7394,59
0,9,1,4,37.6026,11887,59
6,3,1,4,50.415,6997,59
1,8,1,7,34.854,11830,59
3,6,1,9,38.8241,7519,59
2,7,1,5,21.3407,13081,59
1,8,1,8,28.7644,8727,59
3,6,1,4,16.3513,11282,59
1,8,1,2,32.9933,8374,59
3,6,1,2,43.2957,9539,59
4,5,1,3,59.6694,8756,59
6,3,1,5,44.7818,7285,59
8,2,0,6,16.0581,13832,59
3,6,1,1,18.5907,5841,59
4,5,1,3,40.2876,8832,59
2,7,1,3,36.1259,9575,59
3,6,1,8,61.1725,5231,59
3,6,1,8,52.5445,10789,59
9,0,1,6,17.5169,5534,59
4,5,1,3,31.6769,6113,59
7,2,1,2,23.1998,6573,59
3,6,1,5,42.7668,5242,59
3,6,1,1,28.2023,14618,59
6,3,1,4,26.6816,6150,59
4,5,1,8,34.7399,6664,59
3,6,1,6,70.2226,13741,59
3,6,1,2,49.3274,13180,59
7,2,1,7,37.6376,3859,59
3,6,1,4,31.5905,5835,59
4,5,1,3,30.7117,6810,59
9,1,0,7,7.89192,3728,59
3,6,1,1,47.2191,9587,59
1,8,1,5,51.2756,14440,59
2,7,1,7,58.4169,8062,59
5,4,1,1,28.9999,7460,59
7,3,0,8,20.5868,6280,59
2,7,1,4,21.7266,9325,59
2,7,1,1,45.6296,11823,59
0,9,1,8,61.3272,14665,59
3,6,1,0,15.288,8650,59
1,8,1,9,48.5884,11095,59
3,6,1,4,19.1491,10272,59
5,4,1,9,35.0848,11013,59
4,5,1,0,53.0782,13301,59
4,5,1,1,27.813,10270,59
3,6,1,5,43.5733,9996,59
5,4,1,5,10.9935,6926,59
0,9,1,8,52.0414,11268,59
1,8,1,4,25.4921,5003,59
3,6,1,9,55.0655,13200,59
0,9,1,5,31.6986,14176,59
3,6,1,3,17.6837,13134,59
9,1,0,8,15.6967,11099,59
4,6,0,6,22.4959,14377,59
7,2,1,9,25.3504,8088,59
5,4,1,0,41.5014,5562,59
2,7,1,6,23.8993,11941,59
1,8,1,7,40.0881,7444,59
2,7,1,3,26.0086,8113,59
4,5,1,7,27.332,7005,60
4,5,1,2,52.7963,13982,60
3,6,1,4,32.3771,13914,60
0,9,1,1,39.0224,10122,60
3,6,1,8,44.0521,5880,60
3,6,1,1,54.8477,14064,60
1,8,1,0,32.0687,9752,60
3,6,1,7,34.0245,6787,60
2,7,1,6,57.4944,10951,60
10,0,0,7,10.9275,4684,60
2,7,1,0,42.1582,8828,60
1,8,1,5,38.1496,12353,60
2,7,1,5,33.215,5103,60
4,5,1,2,32.6296,6865,60
3,6,1,4,52.5303,9085,60
5,4,1,6,17.8636,11561,60
10,0,0,0,0.118497,7721,60
1,8,1,4,27.8463,6554,60
4,5,1,5,23.4595,8684,60
3,6,1,4,44.9275,7467,60
3,6,1,1,50.492,11018,60
6,3,1,1,17.0499,8133,60
7,2,1,6,41.7724,6510,60
3,6,1,8,49.1161,12851,60
3,6,1,1,23.5342,11170,60
4,5,1,8,55.157,4846,60
1,8,1,6,33.5221,13964,60
2,7,1,5,59.5602,13591,60
3,6,1,3,31.9636,10525,60
4,5,1,0,31.7659,12242,60
1,8,1,8,56.407,13164,60
2,7,1,3,50.3165,5241,60
4,5,1,3,44.7355,7493,60
7,2,1,4,41.5373,7680,60
8,1,1,0,40.8269,5513,60
2,7,1,8,27.2196,12639,60
7,2,1,4,35.545,5846,60
3,6,1,6,30.9587,6479,60
4,5,1,5,37.0143,10739,60
5,4,1,5,56.0989,10268,60
4,5,1,5,41.3091,6058,60
3,6,1,0,40.706,7395,60
0,9,1,4,37.6026,11887,60
5,4,1,4,50.415,7009,60
1,8,1,7,34.854,11821,60
3,6,1,9,38.8241,7549,60
2,7,1,5,21.3407,13089,60
1,8,1,8,28.7644,8731,60
3,6,1,4,16.3513,11278,60
1,8,1,2,32.9933,8386,60
3,6,1,2,43.2957,9538,60
4,5,1,3,59.6694,8748,60
6,3,1,5,44.7818,7284,60
8,2,0,6,16.0581,13848,60
5,4,1,1,18.5907,5852,60
4,5,1,3,40.2876,8832,60
2,7,1,3,36.1259,9579,60
3,6,1,8,61.1725,5220,60
3,6,1,8,52.5445,10801,60
9,0,1,6,17.5169,5540,60
4,5,1,3,31.6769,6105,60
